,participant,word1,rating1,word2,rating2,word3,rating3,word4,rating4,word5,rating5
511,5c6c81cf1137e9000178795b,happy,5.0,friendly,4.0,sporty,4.0,game,4.0,physical,4.0
512,5c6c81cf1137e9000178795b,caring,3.0,pleasant,4.0,kind,4.0,compassionate,4.0,soft,4.0
513,5c6c81cf1137e9000178795b,cheerful,4.0,happy,4.0,togetherness,4.0,glad,4.0,impressed,4.0
514,5c6c81cf1137e9000178795b,dangerous,4.0,hurt,4.0,pain,4.0,sad,4.0,mad,4.0
515,5c6c81cf1137e9000178795b,rich,4.0,celebrity,4.0,cash,4.0,showoff,4.0,careless,4.0
516,5c6c81cf1137e9000178795b,wild,4.0,risky,4.0,dangerous,4.0,hazard,4.0,crazy,5.0
517,5c6c81cf1137e9000178795b,careless,4.0,selfish,4.0,illegal,4.0,risky,4.0,crime,4.0
518,5c6c81cf1137e9000178795b,tired,4.0,irritated,4.0,down,4.0,fedup,4.0,annoyed,4.0
519,5c6c81cf1137e9000178795b,adventurous,4.0,risky,4.0,unsafe,5.0,bold,4.0,reckless,4.0
520,5c6c81cf1137e9000178795b,confusing,4.0,weird,4.0,unclear,4.0,animal,4.0,disabilty,4.0
521,5c6c81cf1137e9000178795b,burning,4.0,fire,4.0,valuables,4.0,life,4.0,danger,4.0
522,5c6c81cf1137e9000178795b,old,4.0,music,4.0,piano,4.0,love,4.0,care,4.0
523,5c6c81cf1137e9000178795b,passion,4.0,love,4.0,interest,4.0,relationship,4.0,sex,4.0
524,5c6c81cf1137e9000178795b,crazy,4.0,danger,4.0,hurt,4.0,pain,4.0,sad,4.0
525,5c6c81cf1137e9000178795b,america,4.0,cab,4.0,restaurant,4.0,food,4.0,relaxation,4.0
526,5c6c81cf1137e9000178795b,dog,4.0,pain,4.0,hurt,4.0,injured,4.0,tired,4.0
527,5c6c81cf1137e9000178795b,excited,5.0,happy,4.0,basketball,4.0,active,4.0,running,4.0
528,5c6c81cf1137e9000178795b,plane,4.0,crash,4.0,explosion,4.0,fire,4.0,injured,5.0
529,5c6c81cf1137e9000178795b,competitive,4.0,sport,4.0,race,4.0,skating,4.0,winning,4.0
530,5c6c81cf1137e9000178795b,danger,4.0,scared,4.0,hurt,4.0,pain,4.0,lonely,4.0
544,5c6e60b04e08ad00018cc995,chocolate,5.0,pudding,5.0,melting,4.0,sauce,5.0,fruit,3.0
545,5c6e60b04e08ad00018cc995,war,5.0,american,5.0,flag,5.0,film,4.0,black-and-white,4.0
546,5c6e60b04e08ad00018cc995,bus,5.0,driver,5.0,men,4.0,assault,4.0,night,4.0
547,5c6e60b04e08ad00018cc995,goat,5.0,ice,5.0,sea,5.0,rescue,5.0,boat,4.0
548,5c6e60b04e08ad00018cc995,woman,5.0,vomit,4.0,party,4.0,lting-down,4.0,black-dress,4.0
549,5c6e60b04e08ad00018cc995,women,5.0,football,4.0,match,4.0,outside,3.0,competition,3.0
550,5c6e60b04e08ad00018cc995,peligan,5.0,oil,4.0,cleaning,4.0,contaminaton,3.0,rescue,3.0
551,5c6e60b04e08ad00018cc995,celebration,3.0,winning,3.0,crowd,4.0,congratulate,3.0,hat,3.0
552,5c6e60b04e08ad00018cc995,boy,5.0,skateboard,5.0,trick,4.0,fall,4.0,hurt,4.0
553,5c6e60b04e08ad00018cc995,fast,3.0,action,2.0,missed,2.0,nothing,2.0,black,2.0
554,5c6e60b04e08ad00018cc995,train,5.0,crossing,5.0,car,5.0,fence,5.0,missed,3.0
555,5c6e60b04e08ad00018cc995,car,5.0,turning,4.0,police,5.0,traffic,4.0,sign,3.0
556,5c6e60b04e08ad00018cc995,hilary,5.0,clinton,5.0,mocking,2.0,face,3.0,microphone,4.0
557,5c6e60b04e08ad00018cc995,mountain,5.0,steep,5.0,man,5.0,moving,3.0,dangerous,4.0
558,5c6e60b04e08ad00018cc995,wheelchair,3.0,odd,3.0,mechanical,3.0,spooky,3.0,unnatural,3.0
559,5c6e60b04e08ad00018cc995,fire,5.0,pool,4.0,trees,4.0,smoke,4.0,condo,3.0
560,5c6e60b04e08ad00018cc995,old,5.0,man,4.0,woman,4.0,love,4.0,happy,3.0
561,5c6e60b04e08ad00018cc995,erotic,3.0,sex,3.0,woman,3.0,man,3.0,legs,3.0
562,5c6e60b04e08ad00018cc995,night,4.0,dark,4.0,headlights,4.0,cars,4.0,accident,4.0
563,5c6e60b04e08ad00018cc995,cafe,4.0,night,4.0,cars,4.0,empty,4.0,lights,3.0
564,5c6e60b04e08ad00018cc995,dog,5.0,injured,5.0,drag,3.0,lead,3.0,pain,3.0
565,5c6e60b04e08ad00018cc995,23,3.0,basketball,5.0,score,4.0,celebrate,4.0,happy,3.0
566,5c6e60b04e08ad00018cc995,plane,5.0,crash,5.0,road,4.0,clouds,4.0,cars,3.0
567,5c6e60b04e08ad00018cc995,skating,5.0,race,4.0,win,3.0,surprise,3.0,victory,3.0
568,5c6e60b04e08ad00018cc995,home-alone,4.0,boy,4.0,villans,4.0,burglar,3.0,scary,3.0
582,5fb2727f2942a58418fd0d2b,chcocolate,5.0,melt,5.0,dessert,5.0,icecream,5.0,delicious,4.0
583,5fb2727f2942a58418fd0d2b,war,5.0,victory,5.0,soldiers,5.0,unitedstates,5.0,dangerous,4.0
584,5fb2727f2942a58418fd0d2b,assault,5.0,security,5.0,violence,5.0,abuse,5.0,injury,5.0
585,5fb2727f2942a58418fd0d2b,ice,5.0,rescue,5.0,determination,5.0,animal,5.0,ocean,5.0
586,5fb2727f2942a58418fd0d2b,vomiting,5.0,floor,5.0,sick,5.0,woman,5.0,intoxicated,3.0
587,5fb2727f2942a58418fd0d2b,happy,5.0,soccer,3.0,team,5.0,victory,4.0,score,4.0
588,5fb2727f2942a58418fd0d2b,bird,4.0,resce,5.0,volunteers,3.0,beak,5.0,injured,4.0
589,5fb2727f2942a58418fd0d2b,happy,5.0,clap,5.0,winning,4.0,supporters,5.0,smile,5.0
590,5fb2727f2942a58418fd0d2b,clumpsy,5.0,risk,4.0,amateur,4.0,play,5.0,fall,5.0
591,5fb2727f2942a58418fd0d2b,money,5.0,female,5.0,exciting,5.0,rich,4.0,lie,3.0
592,5fb2727f2942a58418fd0d2b,car,5.0,train,5.0,tracks,5.0,dangerous,5.0,survived,5.0
593,5fb2727f2942a58418fd0d2b,taxi,5.0,police,5.0,getaway,4.0,road,5.0,illegal,5.0
594,5fb2727f2942a58418fd0d2b,lady,5.0,mic,5.0,annoyed,3.0,amused,3.0,confused,4.0
595,5fb2727f2942a58418fd0d2b,deadly,5.0,dangerous,5.0,sandy,4.0,rocky,4.0,daring,5.0
596,5fb2727f2942a58418fd0d2b,peculiar,5.0,animal,5.0,assistance,4.0,wheels,5.0,walking,5.0
597,5fb2727f2942a58418fd0d2b,fire,5.0,destructive,5.0,pool,5.0,houses,5.0,flames,5.0
598,5fb2727f2942a58418fd0d2b,couple,4.0,love,4.0,loss,3.0,piano,3.0,old,5.0
599,5fb2727f2942a58418fd0d2b,pleasure,4.0,female,4.0,satisfaction,4.0,sexual,3.0,feel-good,4.0
600,5fb2727f2942a58418fd0d2b,speed,4.0,wet-road,5.0,body,5.0,accident,4.0,dark,5.0
601,5fb2727f2942a58418fd0d2b,taxi,5.0,restaurant,3.0,coffee-shop,4.0,table,5.0,chairs,5.0
602,5fb2727f2942a58418fd0d2b,dog,5.0,injured,4.0,leash,5.0,spotted-animal,5.0,tired,3.0
603,5fb2727f2942a58418fd0d2b,basketball,5.0,score,5.0,excited,4.0,tired,3.0,game,5.0
604,5fb2727f2942a58418fd0d2b,crash,5.0,technical-error,3.0,dead-bodies,5.0,aeroplane,5.0,fear,5.0
605,5fb2727f2942a58418fd0d2b,competition,5.0,rollerblading,5.0,helmet,5.0,dangerous,4.0,competitors,5.0
606,5fb2727f2942a58418fd0d2b,home-alone,5.0,movie,5.0,christmas,5.0,thieves,5.0,boy,5.0
620,609d2eaec9e14148cf83ab33,dessert,3.0,chocolate,5.0,caramel,3.0,fruit,3.0,dish,2.0
621,609d2eaec9e14148cf83ab33,troops,4.0,flag,5.0,america,4.0,men,4.0,lift,3.0
622,609d2eaec9e14148cf83ab33,table,3.0,desk,4.0,chair,4.0,working,3.0,men,4.0
623,609d2eaec9e14148cf83ab33,swimming,3.0,boat,4.0,goat,4.0,rescue,3.0,men,4.0
624,609d2eaec9e14148cf83ab33,vomit,3.0,woman,4.0,floor,3.0,dress,4.0,blonde,3.0
625,609d2eaec9e14148cf83ab33,hug,4.0,women,4.0,sport,3.0,gear,4.0,happy,3.0
626,609d2eaec9e14148cf83ab33,bird,3.0,water,3.0,women,3.0,yellow,3.0,blue,2.0
627,609d2eaec9e14148cf83ab33,clapping,4.0,confused,3.0,woman,3.0,men,3.0,sport,3.0
628,609d2eaec9e14148cf83ab33,skateboard,4.0,boy,3.0,trip,3.0,fall,4.0,hurt,3.0
629,609d2eaec9e14148cf83ab33,money,5.0,rich,4.0,lady,3.0,kim,3.0,kardashian,4.0
630,609d2eaec9e14148cf83ab33,car,4.0,train,3.0,fence,4.0,black,3.0,grey,2.0
631,609d2eaec9e14148cf83ab33,road,3.0,cars,4.0,pedestrians,3.0,police,4.0,buildings,3.0
632,609d2eaec9e14148cf83ab33,blinking,3.0,woman,3.0,white,4.0,blonde,3.0,mike,3.0
633,609d2eaec9e14148cf83ab33,dry,3.0,red,3.0,bike,3.0,biker,3.0,mountain,3.0
634,609d2eaec9e14148cf83ab33,hands,3.0,black,3.0,wheels,3.0,legs,3.0,men,3.0
635,609d2eaec9e14148cf83ab33,fire,5.0,trees,4.0,smoke,5.0,danger,2.0,green,3.0
636,609d2eaec9e14148cf83ab33,woman,3.0,man,3.0,old,5.0,grandparents,3.0,grey-hair,3.0
637,609d2eaec9e14148cf83ab33,man,3.0,woman,3.0,intimate,3.0,sex,3.0,hands,3.0
638,609d2eaec9e14148cf83ab33,dark,3.0,night,4.0,night,3.0,man,4.0,lights,3.0
639,609d2eaec9e14148cf83ab33,tables,4.0,chairs,3.0,restaurant,3.0,window,3.0,outside,3.0
640,609d2eaec9e14148cf83ab33,dog,3.0,leach,3.0,tongue,3.0,legs,3.0,crowl,3.0
641,609d2eaec9e14148cf83ab33,men,3.0,sport,3.0,basketbal,3.0,hoop,4.0,happy,3.0
642,609d2eaec9e14148cf83ab33,plane,3.0,vehicle,3.0,crash,4.0,fire,4.0,smoke,3.0
643,609d2eaec9e14148cf83ab33,skate,3.0,line,3.0,men,3.0,two,3.0,fast,3.0
644,609d2eaec9e14148cf83ab33,two,3.0,men,3.0,one,3.0,child,3.0,white,3.0
658,601951245f481e000980504f,happy,5.0,nice,4.0,suger,5.0,comfort,5.0,delicious,4.0
659,601951245f481e000980504f,fight,5.0,goverment,5.0,take-over,4.0,kill,5.0,homeless,5.0
660,601951245f481e000980504f,wrong,5.0,why,3.0,calm,3.0,run,3.0,where,4.0
661,601951245f481e000980504f,cold,5.0,freezing,5.0,scared,5.0,ice,5.0,sea,5.0
662,601951245f481e000980504f,drunk,4.0,sick,4.0,pain,5.0,embarrassment,5.0,fell,3.0
663,601951245f481e000980504f,exciting,5.0,happy,4.0,fun,4.0,run,5.0,win,3.0
664,601951245f481e000980504f,help,4.0,scared,5.0,batter,4.0,fly,5.0,high,4.0
665,601951245f481e000980504f,ball,3.0,scared,4.0,cold,3.0,home,3.0,relax,3.0
666,601951245f481e000980504f,pain,5.0,regret,5.0,jump,4.0,play,5.0,doctor,4.0
667,601951245f481e000980504f,money,5.0,promblams,2.0,happy,4.0,worried,2.0,excitement,5.0
668,601951245f481e000980504f,close,5.0,death,4.0,sad,5.0,stuped,3.0,scary,5.0
669,601951245f481e000980504f,back-fire,5.0,ok,2.0,regret,4.0,shame,4.0,run,1.0
670,601951245f481e000980504f,relaxed,4.0,worried,2.0,care,2.0,happy,2.0,under-control,3.0
671,601951245f481e000980504f,how,5.0,beautiful,5.0,scary,5.0,play,2.0,fun,4.0
672,601951245f481e000980504f,confused,4.0,what,4.0,trick,4.0,hospital,3.0,joke,3.0
673,601951245f481e000980504f,insurance,2.0,cry,4.0,homeless,4.0,smoke,3.0,danger,4.0
674,601951245f481e000980504f,nice,4.0,lovely,5.0,dream,4.0,beautiful,5.0,love,4.0
675,601951245f481e000980504f,sex,5.0,oral,4.0,unexpected,2.0,porn,4.0,female,1.0
676,601951245f481e000980504f,drunk,5.0,death,4.0,hospital,4.0,stop,4.0,pull-over,4.0
677,601951245f481e000980504f,coffee,5.0,food,4.0,tea,4.0,city,2.0,taxi,2.0
678,601951245f481e000980504f,joy,3.0,friend,3.0,safe,2.0,walk,4.0,park,3.0
679,601951245f481e000980504f,play,4.0,jump,4.0,fun,4.0,enjoy,5.0,win,4.0
680,601951245f481e000980504f,strong-wind,4.0,tragedy,5.0,fire,4.0,death,4.0,no-surviver,4.0
681,601951245f481e000980504f,skill,4.0,pushing,3.0,stuped,2.0,go,5.0,watchout,4.0
682,601951245f481e000980504f,home-alone,4.0,kick,4.0,scream,2.0,movie,4.0,kinds,2.0
696,5d51d781dc299300183ce5e2,dessert,4.0,chocolate,3.0,melting,3.0,icecream,3.0,pouring,3.0
697,5d51d781dc299300183ce5e2,war,4.0,victory,5.0,flag,4.0,history,4.0,overcome,3.0
698,5d51d781dc299300183ce5e2,cctv,5.0,bus,5.0,random,4.0,violence,5.0,driver,5.0
699,5d51d781dc299300183ce5e2,dog,5.0,rescue,5.0,found,4.0,cold,4.0,ice,5.0
700,5d51d781dc299300183ce5e2,vomit,4.0,lie,5.0,woman,4.0,drunk,3.0,chuck,4.0
701,5d51d781dc299300183ce5e2,celebrate,4.0,womans,4.0,sport,4.0,goal,5.0,football,4.0
702,5d51d781dc299300183ce5e2,oil,5.0,spill,5.0,wildlife,5.0,saving,4.0,greenpeace,3.0
703,5d51d781dc299300183ce5e2,dumb,3.0,clueless,3.0,blonde,3.0,high5,2.0,bimbo,5.0
704,5d51d781dc299300183ce5e2,fail,4.0,sore,4.0,back,5.0,skate,4.0,boarding,4.0
705,5d51d781dc299300183ce5e2,kim,4.0,cash,4.0,kardashion,5.0,cash,5.0,pimp,3.0
706,5d51d781dc299300183ce5e2,close,4.0,railway,3.0,train,4.0,car,4.0,phew,4.0
707,5d51d781dc299300183ce5e2,instant,5.0,karma,4.0,cops,5.0,cyclist,3.0,dumb,3.0
708,5d51d781dc299300183ce5e2,hillary,4.0,clinton,4.0,womans,4.0,whatever,3.0,dissapprove,4.0
709,5d51d781dc299300183ce5e2,silly,4.0,death,4.0,fall,3.0,thrill,3.0,bmx,3.0
710,5d51d781dc299300183ce5e2,art,4.0,weird,4.0,unknown,3.0,creature,4.0,man,2.0
711,5d51d781dc299300183ce5e2,fire,3.0,loss,3.0,house,3.0,beach,3.0,smoke,3.0
712,5d51d781dc299300183ce5e2,love,4.0,together,3.0,close,4.0,remember,3.0,old,4.0
713,5d51d781dc299300183ce5e2,head,4.0,massage,3.0,hair,4.0,relax,3.0,feel,3.0
714,5d51d781dc299300183ce5e2,road,4.0,dark,3.0,unexpected,4.0,killed,4.0,shock,5.0
715,5d51d781dc299300183ce5e2,nyc,5.0,cafe,5.0,relaxed,4.0,reflection,4.0,cab,3.0
716,5d51d781dc299300183ce5e2,determination,4.0,dog,5.0,lead,3.0,walk,3.0,saved,3.0
717,5d51d781dc299300183ce5e2,win,3.0,slam,5.0,basketball,5.0,dunk,3.0,scoring,3.0
718,5d51d781dc299300183ce5e2,crashing,4.0,shocked,5.0,falling,5.0,death,5.0,disbelief,5.0
719,5d51d781dc299300183ce5e2,fail,4.0,early,4.0,dumb,4.0,skating,4.0,second,4.0
720,5d51d781dc299300183ce5e2,classic,4.0,homealone,5.0,christmas,4.0,biting,4.0,baddies,5.0
734,6396bb918bf9a1542d56c382,chocolate,5.0,melt,5.0,expensive,2.0,fancy,3.0,dessert,4.0
735,6396bb918bf9a1542d56c382,flag,4.0,victory,3.0,iwo-jima,2.0,usa,3.0,world-war-2,3.0
736,6396bb918bf9a1542d56c382,bastard,2.0,thug,3.0,scum,2.0,violence,3.0,enraging,2.0
737,6396bb918bf9a1542d56c382,kind,3.0,caring,2.0,rescue,3.0,heartwarming,2.0,dog,2.0
738,6396bb918bf9a1542d56c382,funny,2.0,absurd,2.0,ridiculous,2.0,intriguing,2.0,lynchian,1.0
739,6396bb918bf9a1542d56c382,women,3.0,sport,2.0,team,2.0,goal,2.0,win,3.0
740,6396bb918bf9a1542d56c382,pelican,2.0,oil,3.0,environmental-damage,2.0,environment,2.0,disaster,2.0
741,6396bb918bf9a1542d56c382,awkward,4.0,social-skills,2.0,crowd,2.0,sports,2.0,high-five,3.0
742,6396bb918bf9a1542d56c382,ow,3.0,pain,4.0,ouch,2.0,sore,2.0,stack,3.0
743,6396bb918bf9a1542d56c382,kim,3.0,cash,3.0,kardashian,3.0,kim-k,2.0,armenian,2.0
744,6396bb918bf9a1542d56c382,idiot,3.0,lucky,3.0,train,3.0,prius,2.0,near-miss,3.0
745,6396bb918bf9a1542d56c382,annoying,3.0,road-rage,3.0,inconsiderate,3.0,hustle-and-bustle,1.0,turning,2.0
746,6396bb918bf9a1542d56c382,bemused,3.0,hillary,3.0,aloof,3.0,smug,2.0,defensive,2.0
747,6396bb918bf9a1542d56c382,impossible,3.0,incredible,3.0,amazing,3.0,dangerous,3.0,extreme,3.0
748,6396bb918bf9a1542d56c382,confusing,4.0,strange,4.0,uncanny,2.0,bizarre,3.0,robot,2.0
749,6396bb918bf9a1542d56c382,fire,5.0,pool,3.0,hollywood,2.0,mansion,2.0,firefighters,3.0
750,6396bb918bf9a1542d56c382,love,5.0,cosy,4.0,romantic,3.0,comfort,3.0,old,3.0
751,6396bb918bf9a1542d56c382,nasty,3.0,gross,2.0,uncalledfor,2.0,sex,3.0,woman,3.0
752,6396bb918bf9a1542d56c382,idiot,3.0,why,3.0,unbelievable,3.0,dismay,2.0,night,2.0
753,6396bb918bf9a1542d56c382,coffee,3.0,spaghetti,3.0,bar,3.0,new-york,3.0,italian,3.0
754,6396bb918bf9a1542d56c382,ambiguous,3.0,unknowable,3.0,dog,3.0,paralysed,3.0,pitbull,2.0
755,6396bb918bf9a1542d56c382,slam-dunk,3.0,basketball,4.0,showboat,2.0,lights,2.0,stadium,2.0
756,6396bb918bf9a1542d56c382,aborted-takeoff,1.0,plane-crash,4.0,disaster,4.0,explosion,3.0,falling,3.0
757,6396bb918bf9a1542d56c382,premature-celebration,4.0,showboating,2.0,rollerscating,3.0,pipped,2.0,snatched,2.0
758,6396bb918bf9a1542d56c382,suspicious,3.0,inappropriate,3.0,surprising,3.0,finger,3.0,mouth,3.0
